Element Name,Windows NT,Windows,Windows CE,Win32s,Component,Component Version,Header File,Import Library,Unicode,Element Type
ImageList_Replace,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,comctl32.lib,,function
ImageList_ReplaceIcon,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,comctl32.lib,,function
ImageList_SetBkColor,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,comctl32.lib,,function
ImageList_SetDragCursorImage,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,comctl32.lib,,function
ImageList_SetIconSize,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,comctl32.lib,,function
ImageList_SetImageCount,3.51 or later,,2.0 or later,,CommCtrl,,commctrl.h,comctl32.lib,,function
ImageList_SetOverlayImage,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,comctl32.lib,,function
ImageList_Write,3.51 or later,Windows 95 or later,,Yes,CommCtrl,,commctrl.h,comctl32.lib,,function
InitCommonControls,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,comctl32.lib,,function
InitCommonControlsEx,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,comctl32.lib,,function
InitializeFlatSB,5.0 or later. Available also in IE 4.0 and later.,Windows 98. Available also in IE 4.0 and later.,,,CommCtrl,,commctrl.h,comctl32.lib,,function
LBItemFromPt,3.51 or later,Windows 95 or later,,Yes,CommCtrl,,commctrl.h,comctl32.lib,,function
MakeDragList,3.51 or later,Windows 95 or later,,Yes,CommCtrl,,commctrl.h,comctl32.lib,,function
MenuHelp,3.51 or later,Windows 95 or later,,Yes,CommCtrl,,commctrl.h,comctl32.lib,,function
PropertySheet,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,prsht.h,comctl32.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
ShowHideMenuCtl,3.51 or later,Windows 95 or later,,Yes,CommCtrl,,commctrl.h,comctl32.lib,,function
UninitializeFlatSB,5.0 or later. Available also in IE 4.0 and later.,Windows 98. Available also in IE 4.0 and later.,,,CommCtrl,,commctrl.h,comctl32.lib,,function
Animate_Close,3.51 or later,Windows 95 or later,,Yes,CommCtrl,,commctrl.h,,,macro
Animate_Create,3.51 or later,Windows 95 or later,,Yes,CommCtrl,,commctrl.h,,,macro
Animate_Open,3.51 or later,Windows 95 or later,,Yes,CommCtrl,,commctrl.h,,,macro
Animate_OpenEx,5.0 or later. Available also in IE 4.0 and later.,Windows 98. Available also in IE 4.0 and later.,,,CommCtrl,,commctrl.h,,,macro
Animate_Play,3.51 or later,Windows 95 or later,,Yes,CommCtrl,,commctrl.h,,,macro
Animate_Seek,3.51 or later,Windows 95 or later,,Yes,CommCtrl,,commctrl.h,,,macro
Animate_Stop,3.51 or later,Windows 95 or later,,Yes,CommCtrl,,commctrl.h,,,macro
DateTime_GetMonthCal,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
DateTime_GetMonthCalColor,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
DateTime_GetMonthCalFont,5.0 or later. Available also in IE 4.0 and later.,Windows 98. Available also in IE 4.0 and later.,,,CommCtrl,,commctrl.h,,,macro
DateTime_GetRange,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
DateTime_GetSystemtime,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
DateTime_SetFormat,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
DateTime_SetMonthCalColor,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
DateTime_SetMonthCalFont,5.0 or later. Available also in IE 4.0 and later.,Windows 98. Available also in IE 4.0 and later.,,,CommCtrl,,commctrl.h,,,macro
DateTime_SetRange,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
DateTime_SetSystemtime,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
FIRST_IPADDRESS,5.0 or later. Available also in IE 4.0 and later.,Windows 98. Available also in IE 4.0 and later.,,,CommCtrl,,commctrl.h,,,macro
FORWARD_WM_NOTIFY,3.1 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
FOURTH_IPADDRESS,5.0 or later. Available also in IE 4.0 and later.,Windows 98. Available also in IE 4.0 and later.,,,CommCtrl,,commctrl.h,,,macro
HANDLE_WM_NOTIFY,3.1 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
Header_CreateDragImage,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
Header_DeleteItem,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
Header_GetImageList,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
Header_GetItem,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
Header_GetItemCount,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
Header_GetItemRect,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
Header_GetOrderArray,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
Header_GetUnicodeFormat,4.0 or later,Windows 95 or later,,,CommCtrl,,commctrl.h,,,macro
Header_InsertItem,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
Header_Layout,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
Header_OrderToIndex,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
Header_SetHotDivider,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
Header_SetImageList,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
Header_SetItem,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
Header_SetOrderArray,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
Header_SetUnicodeFormat,4.0 or later,Windows 95 or later,,,CommCtrl,,commctrl.h,,,macro
ImageList_AddIcon,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ImageList_ExtractIcon,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ImageList_LoadBitmap,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ImageList_RemoveAll,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
INDEXTOOVERLAYMASK,4.0 or later,Windows 95 or later,1.0 or later.,,CommCtrl,,commctrl.h,,,macro
INDEXTOSTATEIMAGEMASK,4.0 or later,Windows 95 or later,1.0 or later.,,CommCtrl,,commctrl.h,,,macro
ListView_ApproximateViewRect,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
ListView_Arrange,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_CreateDragImage,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_DeleteAllItems,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_DeleteColumn,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_DeleteItem,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_EditLabel,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_EnsureVisible,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_FindItem,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_GetBkColor,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_GetBkImage,5.0 or later. Available also in IE 4.0 and later.,Windows 98. Available also in IE 4.0 and later.,,,CommCtrl,,commctrl.h,,,macro
ListView_GetCallbackMask,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_GetCheckState,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
ListView_GetColumn,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_GetColumnOrderArray,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
ListView_GetColumnWidth,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_GetCountPerPage,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_GetEditControl,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_GetExtendedListViewStyle,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
ListView_GetHeader,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
ListView_GetHotCursor,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
ListView_GetHotItem,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
ListView_GetHoverTime,5.0 or later. Available also in IE 4.0 and later.,Windows 98. Available also in IE 4.0 and later.,,,CommCtrl,,commctrl.h,,,macro
ListView_GetImageList,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_GetISearchString,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_GetItem,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_GetItemCount,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_GetItemPosition,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_GetItemRect,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_GetItemSpacing,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_GetItemState,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_GetItemText,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_GetNextItem,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_GetNumberOfWorkAreas,5.0 or later. Available also in IE 4.0 and later.,Windows 98. Available also in IE 4.0 and later.,,,CommCtrl,,commctrl.h,,,macro
ListView_GetOrigin,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_GetSelectedCount,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_GetSelectionMark,5.0 or later. Available also in IE 4.0 and later.,Windows 98. Available also in IE 4.0 and later.,,,CommCtrl,,commctrl.h,,,macro
ListView_GetStringWidth,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_GetSubItemRect,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
ListView_GetTextBkColor,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_GetTextColor,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_GetToolTips,4.0 or later,Windows 95 or later,,,CommCtrl,,commctrl.h,,,macro
ListView_GetTopIndex,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_GetUnicodeFormat,4.0 or later,Windows 95 or later,,,CommCtrl,,commctrl.h,,,macro
ListView_GetViewRect,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_GetWorkAreas,5.0 or later. Available also in IE 4.0 and later.,Windows 98. Available also in IE 4.0 and later.,,,CommCtrl,,commctrl.h,,,macro
ListView_HitTest,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_InsertColumn,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_InsertItem,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_RedrawItems,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_Scroll,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_SetBkColor,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_SetBkImage,5.0 or later. Available also in IE 4.0 and later.,Windows 98. Available also in IE 4.0 and later.,,,CommCtrl,,commctrl.h,,,macro
ListView_SetCallbackMask,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_SetColumn,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_SetColumnOrderArray,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
ListView_SetColumnWidth,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_SetExtendedListViewStyle,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
ListView_SetExtendedListViewStyleEx,5.0 or later. Available also in IE 4.0 and later.,Windows 98. Available also in IE 4.0 and later.,,,CommCtrl,,commctrl.h,,,macro
ListView_SetHotCursor,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
ListView_SetHotItem,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
ListView_SetHoverTime,5.0 or later. Available also in IE 4.0 and later.,Windows 98. Available also in IE 4.0 and later.,,,CommCtrl,,commctrl.h,,,macro
ListView_SetIconSpacing,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
ListView_SetImageList,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_SetItem,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_SetItemCount,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_SetItemCountEx,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
ListView_SetItemPosition,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_SetItemPosition32,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_SetItemState,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_SetItemText,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_SetSelectionMark,5.0 or later. Available also in IE 4.0 and later.,Windows 98. Available also in IE 4.0 and later.,,,CommCtrl,,commctrl.h,,,macro
ListView_SetTextBkColor,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_SetTextColor,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_SetToolTips,4.0 or later,Windows 95 or later,,,CommCtrl,,commctrl.h,,,macro
ListView_SetUnicodeFormat,4.0 or later,Windows 95 or later,,,CommCtrl,,commctrl.h,,,macro
ListView_SetWorkAreas,5.0 or later. Available also in IE 4.0 and later.,Windows 98. Available also in IE 4.0 and later.,,,CommCtrl,,commctrl.h,,,macro
ListView_SortItems,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
ListView_SubItemHitTest,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
ListView_Update,3.51 or later,Windows 95 or later,1.0 or later.,Yes,CommCtrl,,commctrl.h,,,macro
MAKEIPADDRESS,5.0 or later. Available also in IE 4.0 and later.,Windows 98. Available also in IE 4.0 and later.,,,CommCtrl,,commctrl.h,,,macro
MAKEIPRANGE,5.0 or later. Available also in IE 4.0 and later.,Windows 98. Available also in IE 4.0 and later.,,,CommCtrl,,commctrl.h,,,macro
MonthCal_GetColor,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
MonthCal_GetCurSel,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
MonthCal_GetFirstDayOfWeek,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
MonthCal_GetMaxSelCount,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
MonthCal_GetMaxTodayWidth,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
MonthCal_GetMinReqRect,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
MonthCal_GetMonthDelta,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
MonthCal_GetMonthRange,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
MonthCal_GetRange,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
MonthCal_GetSelRange,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
MonthCal_GetToday,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
MonthCal_GetUnicodeFormat,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
MonthCal_HitTest,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
MonthCal_SetColor,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
MonthCal_SetCurSel,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
MonthCal_SetDayState,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
MonthCal_SetFirstDayOfWeek,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
MonthCal_SetMaxSelCount,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
MonthCal_SetMonthDelta,5.0 or later. Available also in IE 3.0 and later.,Windows 98. Available also in IE 3.0 and later.,,,CommCtrl,,commctrl.h,,,macro
